tournament,date,home,away,home_score,away_score,home_hits,away_hits,home_errors,away_errors,stadium,location,duration,game_id
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-01 14:00:00,Venezuela,Ecuador,18,6,15,6,0,1,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,2:20,177422
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-02 10:00:00,Ecuador,Peru,3,5,5,4,5,1,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,2:30,177423
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-02 14:00:00,Brazil,Venezuela,5,10,9,7,5,2,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,2:20,177424
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-03 10:00:00,Brazil,Peru,12,1,14,2,1,4,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,1:25,177425
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-03 14:00:00,Colombia,Ecuador,10,0,7,0,0,5,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,1:30,177426
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-04 10:00:00,Brazil,Peru,11,7,10,6,1,1,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,2:40,177427
VII Panamericano Sub-15 - Sudamérica I U-15 Pan American - South America 2025,2025-09-04 14:00:00,Venezuela,Colombia,15,3,9,6,3,5,"Estadio ""Antonio Herrera Gutiérrez""",Barquisimeto,2:45,177503
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-06 09:00:00,Aruba,Puerto Rico,3,13,5,11,2,1,Complejo Deportivo IPL Academy,Santo Domingo,2:30,177821
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-06 13:00:00,Dominican Republic,Cuba,9,8,10,9,3,1,Complejo Deportivo IPL Academy,Santo Domingo,3:10,177828
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-07 09:00:00,Puerto Rico,Cuba,8,2,11,3,1,1,Complejo Deportivo IPL Academy,Santo Domingo,2:36,177823
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-07 13:00:00,Dominican Republic,Aruba,11,5,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177825
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-08 09:00:00,Cuba,Aruba,8,5,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177826
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-08 14:30:00,Puerto Rico,Dominican Republic,4,8,6,9,3,2,Complejo Deportivo IPL Academy,Santo Domingo,2:39,177827
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-09 10:00:00,Puerto Rico,Aruba,12,11,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177829
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-09 14:30:00,Cuba,Dominican Republic,10,5,11,4,2,1,Complejo Deportivo IPL Academy,Santo Domingo,,177830
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-10 10:00:00,Cuba,Puerto Rico,13,2,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177831
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-10 14:30:00,Aruba,Dominican Republic,6,4,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177832
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-11 10:00:00,Aruba,Cuba,8,13,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177833
VII Panamericano Sub-15 - Caribe I U-15 Pan American - Caribbean 2025,2025-09-11 14:30:00,Dominican Republic,Puerto Rico,4,3,0,0,0,0,Complejo Deportivo IPL Academy,Santo Domingo,0,177834
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-13 15:00:00,Panama,United States of America,2,4,4,6,4,1,Estadio de Beisbol Juarez Vive,Juárez,3:30,178259
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-14 15:00:00,Nicaragua,United States of America,4,11,5,10,1,2,Estadio de Beisbol Juarez Vive,Juárez,3:16,178261
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-14 19:00:00,Mexico,Panama,8,1,7,4,1,6,Estadio de Beisbol Juarez Vive,Juárez,2:24,178262
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-15 15:00:00,Panama,Costa Rica,11,1,10,3,0,1,Estadio de Beisbol Juarez Vive,Juárez,1:55,178263
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-15 19:00:00,Mexico,Nicaragua,2,6,9,10,1,0,Estadio de Beisbol Juarez Vive,Juárez,2:45,178264
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-16 10:00:00,Costa Rica,Mexico,1,19,2,13,5,0,Estadio de Beisbol Juarez Vive,Juárez,62:56,178260
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-16 15:00:00,United States of America,Costa Rica,17,0,12,0,0,1,Estadio de Beisbol Juarez Vive,Juárez,1:48,178265
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-16 19:00:00,Nicaragua,Panama,12,2,8,1,1,6,Estadio de Beisbol Juarez Vive,Juárez,2:15,178266
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-17 15:00:00,Costa Rica,Nicaragua,0,10,2,17,2,0,Estadio de Beisbol Juarez Vive,Juárez,1:56,178267
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-18 10:00:00,United States of America,Mexico,10,0,14,3,2,2,Estadio de Beisbol Juarez Vive,Juárez,2:42,178268
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-18 15:00:00,3r0  Lugar RA – 3rd Place OR,4to Lugar RA – 4th Place OR,0,0,0,0,0,0,Estadio de Beisbol Juarez Vive,Juárez,0,178269
VII Panamericano Sub-15 - Centro y norte América I U-15 Pan American - Central and North America 2025,2025-09-18 19:00:00,1ro  Lugar RA – 1st Place OR,2do  Lugar RA – 2nd Place OR,0,0,0,0,0,0,Estadio de Beisbol Juarez Vive,Juárez,0,178270
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-28 12:00:00,Guatemala,Mexico,0,5,1,10,2,1,Estadio Mariano Rivera,Panamá,2:18,179053
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-28 12:00:00,Cuba,United States Virgin Islands,8,2,9,6,0,3,Estadio Justino Salinas,La Chorrera,3:25,179055
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-28 17:00:00,Bahamas,Puerto Rico,1,9,5,7,2,0,Estadio Justino Salinas,La Chorrera,2:40,179056
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-28 19:00:00,Panama,Costa Rica,17,0,15,2,1,2,Estadio Mariano Rivera,Panamá,1:50,179054
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-29 12:00:00,Costa Rica,Guatemala,0,2,3,2,0,3,Estadio Mariano Rivera,Panamá,1:52,179057
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-29 12:00:00,United States Virgin Islands,Bahamas,7,2,9,3,1,0,Estadio Justino Salinas,La Chorrera,2:25,179060
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-29 17:00:00,Cuba,Aruba,5,0,5,4,0,3,Estadio Justino Salinas,La Chorrera,2:30,179061
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-29 20:00:00,Panama,Honduras,3,0,4,1,0,1,Estadio Mariano Rivera,Panamá,1:50,179059
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-30 12:00:00,Honduras,Guatemala,1,2,3,7,1,1,Estadio Mariano Rivera,Panamá,2:12,179062
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-30 12:00:00,Aruba,Bahamas,3,7,7,8,4,0,Estadio Justino Salinas,La Chorrera,3:20,179064
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-30 17:00:00,Costa Rica,Mexico,2,5,2,5,4,2,Estadio Mariano Rivera,Panamá,2:16,179063
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-09-30 17:00:00,United States Virgin Islands,Puerto Rico,2,9,7,8,1,0,Estadio Justino Salinas,La Chorrera,3:00,179065
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-10-01 12:00:00,Honduras,Costa Rica,0,5,1,7,1,0,Estadio Mariano Rivera,Panamá,1:49,179066
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-10-01 12:00:00,Aruba,United States Virgin Islands,3,8,5,8,1,4,Estadio Justino Salinas,La Chorrera,2:55,179068
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-10-01 17:00:00,Puerto Rico,Cuba,0,5,2,6,0,0,Estadio Justino Salinas,La Chorrera,2:40,179069
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-10-01 20:00:00,Mexico,Panama,9,5,7,5,3,2,Estadio Mariano Rivera,Panamá,3:14,179067
"V Panamericano Sub-23 - Caribe, Centro y Norte América I U-23 Pan American - Caribbean, Central and North America 2025",2025-10-02 12:00:00,Mexico,Honduras,6,0,8,1,1,0,Estadio Mariano Rivera,Panamá,2:06,179070
